runs,mode,agent_a,agent_b,test,dimension,500,1000,1500,2000,2500,3000,3500,4000,4500,5000
run_2,chaser_follower,predator_1,predator_0,ccm_2,dx,0.519,0.509,0.494,0.444,0.498,0.522,0.515,0.518,0.503,0.482
run_2,chaser_follower,predator_1,predator_0,ccm_2,dy,0.375,0.318,0.334,0.33,0.372,0.292,0.327,0.363,0.359,0.305
run_2,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.275,0.267,0.237,0.239,0.237,0.248,0.245,0.25,0.248,0.245
run_2,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.235,0.281,0.248,0.265,0.272,0.266,0.271,0.282,0.287,0.291
run_2,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.812,0.667,0.552,0.501,0.487,0.456,0.424,0.46,0.462,0.438
run_2,fixed_follower,predator_0,predator_1,ccm_1,x,0.834,0.795,0.797,0.777,0.762,0.777,0.771,0.783,0.784,0.766
run_2,fixed_follower,predator_0,predator_1,ccm_1,y,0.557,0.583,0.537,0.504,0.508,0.422,0.509,0.388,0.548,0.524
run_2,fixed_follower,predator_0,predator_1,ccm_1,dx,0.229,0.139,0.125,0.14,0.123,0.133,0.119,0.122,0.069,0.086
run_2,fixed_follower,predator_0,predator_1,ccm_1,dy,0.176,0.145,0.083,0.063,0.106,0.057,-0.003,0.072,0.068,0.037
run_2,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.816,0.687,0.654,0.683,0.721,0.588,0.712,0.733,0.657,0.666
run_2,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.838,0.84,0.842,0.828,0.801,0.798,0.83,0.838,0.856,0.85
run_2,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.957,0.929,0.845,0.828,0.857,0.83,0.813,0.875,0.855,0.834
run_2,fixed_follower,predator_0,predator_1,ccm_2,x,0.932,0.938,0.932,0.916,0.902,0.916,0.882,0.903,0.903,0.889
run_2,fixed_follower,predator_0,predator_1,ccm_2,y,0.579,0.595,0.491,0.622,0.533,0.621,0.486,0.612,0.604,0.576
run_2,fixed_follower,predator_0,predator_1,ccm_2,dx,0.727,0.687,0.699,0.68,0.665,0.658,0.656,0.655,0.657,0.642
run_2,fixed_follower,predator_0,predator_1,ccm_2,dy,0.344,0.299,0.281,0.322,0.344,0.347,0.271,0.286,0.322,0.308
run_2,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.807,0.739,0.716,0.664,0.656,0.651,0.624,0.612,0.572,0.577
run_2,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.821,0.804,0.762,0.769,0.764,0.767,0.758,0.767,0.774,0.775
run_2,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.868,0.666,0.649,0.637,0.571,0.516,0.443,0.469,0.465,0.449
run_2,fixed_follower,predator_1,predator_0,ccm_1,x,0.869,0.642,0.707,0.704,0.693,0.647,0.534,0.561,0.54,0.458
run_2,fixed_follower,predator_1,predator_0,ccm_1,y,0.707,0.657,0.579,0.614,0.446,0.315,0.191,0.389,0.434,0.309
run_2,fixed_follower,predator_1,predator_0,ccm_1,dx,0.889,0.869,0.884,0.871,0.855,0.859,0.832,0.852,0.841,0.846
run_2,fixed_follower,predator_1,predator_0,ccm_1,dy,0.241,0.358,0.411,0.416,0.426,0.379,0.416,0.394,0.381,0.371
run_2,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.823,0.801,0.645,0.638,0.701,0.676,0.638,0.644,0.623,0.613
run_2,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.836,0.837,0.756,0.81,0.804,0.822,0.802,0.814,0.822,0.811
run_2,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.963,0.926,0.867,0.895,0.805,0.756,0.681,0.863,0.862,0.839
run_2,fixed_follower,predator_1,predator_0,ccm_2,x,0.871,0.665,0.7,0.698,0.67,0.63,0.485,0.537,0.533,0.541
run_2,fixed_follower,predator_1,predator_0,ccm_2,y,0.707,0.573,0.558,0.595,0.391,0.404,0.317,0.369,0.308,0.308
run_2,fixed_follower,predator_1,predator_0,ccm_2,dx,0.737,0.692,0.683,0.683,0.655,0.658,0.641,0.662,0.643,0.65
run_2,fixed_follower,predator_1,predator_0,ccm_2,dy,0.208,0.263,0.274,0.31,0.334,0.261,0.282,0.249,0.299,0.244
run_2,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.206,0.192,0.243,0.208,0.217,0.22,0.24,0.241,0.248,0.239
run_2,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.304,0.257,0.256,0.247,0.247,0.243,0.227,0.243,0.243,0.25
run_2,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.247,0.238,0.273,0.289,0.267,0.307,0.314,0.299,0.308,0.299
run_2,chaser_fixed,predator_0,predator_1,ccm_1,x,0.414,0.26,0.181,0.175,0.094,0.065,0.054,0.069,0.041,0.031
run_2,chaser_fixed,predator_0,predator_1,ccm_1,y,0.334,0.152,0.355,0.254,0.147,0.168,0.084,0.066,0.112,0.074
run_2,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.246,0.153,0.135,0.056,0.06,0.074,0.041,0.04,0.034,0.011
run_2,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.052,0.083,0.065,0.051,0.041,0.045,0.027,0.059,0.025,0.033
run_2,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.494,0.545,0.633,0.582,0.571,0.568,0.595,0.595,0.593,0.573
run_2,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.579,0.625,0.647,0.631,0.63,0.632,0.624,0.641,0.646,0.644
run_2,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.833,0.842,0.843,0.817,0.802,0.78,0.787,0.788,0.822,0.806
run_2,chaser_fixed,predator_0,predator_1,ccm_2,x,0.458,0.173,0.159,0.142,0.085,0.098,0.07,0.053,0.063,0.054
run_2,chaser_fixed,predator_0,predator_1,ccm_2,y,0.384,0.3,0.347,0.308,0.209,0.169,0.168,0.099,0.092,0.105
run_2,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.3,0.142,0.064,0.06,0.037,0.01,0.006,-0.0,-0.006,-0.012
run_2,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.194,0.083,0.052,0.066,0.023,0.01,0.009,0.006,0.015,0.011
run_2,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.153,0.115,0.13,0.185,0.174,0.186,0.171,0.157,0.163,0.152
run_2,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.118,0.132,0.123,0.142,0.133,0.145,0.163,0.164,0.15,0.142
run_2,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,0.353,0.222,0.27,0.24,0.219,0.187,0.199,0.177,0.191,0.18
run_2,chaser_fixed,predator_1,predator_0,ccm_1,x,0.392,0.346,0.284,0.32,0.252,0.218,0.169,0.184,0.132,0.134
run_2,chaser_fixed,predator_1,predator_0,ccm_1,y,0.384,0.316,0.324,0.33,0.21,0.208,0.227,0.187,0.184,0.16
run_2,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.244,0.165,0.092,0.075,0.104,0.038,0.055,0.047,0.032,0.025
run_2,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.232,0.15,0.102,0.109,0.101,0.074,0.058,0.046,0.042,0.047
run_2,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.739,0.733,0.729,0.723,0.706,0.712,0.702,0.69,0.692,0.698
run_2,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.734,0.727,0.737,0.729,0.723,0.719,0.715,0.708,0.703,0.703
run_2,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.868,0.806,0.752,0.843,0.8,0.797,0.836,0.846,0.844,0.83
run_2,chaser_fixed,predator_1,predator_0,ccm_2,x,0.551,0.295,0.274,0.316,0.271,0.272,0.227,0.271,0.251,0.209
run_2,chaser_fixed,predator_1,predator_0,ccm_2,y,0.467,0.357,0.393,0.416,0.249,0.248,0.244,0.237,0.206,0.156
run_2,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.215,0.131,0.075,0.066,0.049,0.042,0.032,0.037,0.013,0.026
run_2,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.22,0.1,0.086,0.061,0.049,0.039,0.038,0.023,0.023,0.024
run_3,chaser_follower,predator_0,predator_1,ccm_1,PCA_1,0.346,0.304,0.319,0.298,0.275,0.286,0.287,0.268,0.26,0.263
run_3,chaser_follower,predator_0,predator_1,ccm_1,PCA_2,0.228,0.177,0.143,0.161,0.152,0.164,0.16,0.17,0.168,0.167
run_3,chaser_follower,predator_0,predator_1,ccm_1,PCA_3,0.357,0.408,0.47,0.574,0.523,0.551,0.581,0.591,0.595,0.546
run_3,chaser_follower,predator_0,predator_1,ccm_1,x,0.619,0.706,0.732,0.663,0.675,0.629,0.715,0.696,0.694,0.687
run_3,chaser_follower,predator_0,predator_1,ccm_1,y,0.608,0.639,0.7,0.735,0.677,0.657,0.712,0.719,0.661,0.704
run_3,chaser_follower,predator_0,predator_1,ccm_1,dx,0.47,0.265,0.309,0.294,0.282,0.246,0.214,0.205,0.235,0.218
run_3,chaser_follower,predator_0,predator_1,ccm_1,dy,0.325,0.184,0.168,0.19,0.132,0.145,0.133,0.104,0.074,0.103
run_3,chaser_follower,predator_0,predator_1,ccm_2,PCA_1,0.72,0.799,0.731,0.764,0.743,0.77,0.751,0.758,0.775,0.766
run_3,chaser_follower,predator_0,predator_1,ccm_2,PCA_2,0.808,0.74,0.753,0.773,0.771,0.786,0.778,0.75,0.77,0.791
run_3,chaser_follower,predator_0,predator_1,ccm_2,PCA_3,0.938,0.914,0.872,0.926,0.877,0.885,0.949,0.935,0.919,0.865
run_3,chaser_follower,predator_0,predator_1,ccm_2,x,0.365,0.753,0.72,0.715,0.678,0.724,0.7,0.751,0.717,0.712
run_3,chaser_follower,predator_0,predator_1,ccm_2,y,0.512,0.643,0.687,0.743,0.698,0.723,0.731,0.736,0.689,0.677
run_3,chaser_follower,predator_0,predator_1,ccm_2,dx,0.686,0.601,0.608,0.579,0.555,0.565,0.579,0.58,0.559,0.554
run_3,chaser_follower,predator_0,predator_1,ccm_2,dy,0.506,0.487,0.467,0.479,0.436,0.464,0.466,0.471,0.463,0.431
run_3,chaser_follower,predator_1,predator_0,ccm_1,PCA_1,0.687,0.546,0.529,0.524,0.477,0.489,0.516,0.493,0.486,0.483
run_3,chaser_follower,predator_1,predator_0,ccm_1,PCA_2,0.564,0.322,0.352,0.318,0.303,0.31,0.327,0.319,0.309,0.323
run_3,chaser_follower,predator_1,predator_0,ccm_1,PCA_3,0.386,0.339,0.442,0.574,0.538,0.575,0.592,0.614,0.619,0.557
run_3,chaser_follower,predator_1,predator_0,ccm_1,x,0.663,0.48,0.548,0.627,0.619,0.576,0.69,0.692,0.525,0.667
run_3,chaser_follower,predator_1,predator_0,ccm_1,y,0.726,0.607,0.673,0.735,0.613,0.675,0.71,0.706,0.659,0.68
run_3,chaser_follower,predator_1,predator_0,ccm_1,dx,0.736,0.718,0.679,0.716,0.672,0.674,0.694,0.714,0.686,0.634
run_3,chaser_follower,predator_1,predator_0,ccm_1,dy,0.57,0.527,0.572,0.568,0.548,0.534,0.57,0.578,0.535,0.577
run_3,chaser_follower,predator_1,predator_0,ccm_2,PCA_1,0.748,0.747,0.716,0.781,0.756,0.784,0.791,0.776,0.787,0.784
run_3,chaser_follower,predator_1,predator_0,ccm_2,PCA_2,0.806,0.773,0.795,0.788,0.77,0.771,0.768,0.77,0.768,0.769
run_3,chaser_follower,predator_1,predator_0,ccm_2,PCA_3,0.948,0.755,0.896,0.922,0.886,0.894,0.943,0.943,0.927,0.862
run_3,chaser_follower,predator_1,predator_0,ccm_2,x,0.519,0.452,0.45,0.514,0.549,0.56,0.568,0.615,0.567,0.521
run_3,chaser_follower,predator_1,predator_0,ccm_2,y,0.712,0.634,0.533,0.622,0.535,0.536,0.641,0.61,0.596,0.47
run_3,chaser_follower,predator_1,predator_0,ccm_2,dx,0.639,0.576,0.579,0.576,0.544,0.567,0.586,0.569,0.553,0.55
run_3,chaser_follower,predator_1,predator_0,ccm_2,dy,0.481,0.43,0.389,0.427,0.418,0.427,0.407,0.418,0.419,0.429
run_3,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.33,0.285,0.319,0.331,0.309,0.307,0.297,0.287,0.286,0.293
run_3,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.351,0.349,0.344,0.33,0.31,0.305,0.309,0.296,0.297,0.295
run_3,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.402,0.478,0.461,0.446,0.408,0.364,0.39,0.418,0.424,0.399
run_3,fixed_follower,predator_0,predator_1,ccm_1,x,0.797,0.798,0.789,0.781,0.769,0.787,0.785,0.768,0.761,0.759
run_3,fixed_follower,predator_0,predator_1,ccm_1,y,0.705,0.471,0.574,0.49,0.427,0.485,0.489,0.579,0.525,0.557
run_3,fixed_follower,predator_0,predator_1,ccm_1,dx,0.274,0.225,0.194,0.165,0.156,0.124,0.143,0.113,0.092,0.091
run_3,fixed_follower,predator_0,predator_1,ccm_1,dy,0.235,0.103,0.087,0.085,0.076,0.052,0.058,0.068,0.056,0.012
run_3,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.837,0.559,0.729,0.723,0.707,0.766,0.664,0.652,0.735,0.649
run_3,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.859,0.874,0.826,0.809,0.79,0.8,0.749,0.785,0.808,0.812
run_3,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.742,0.798,0.782,0.818,0.803,0.762,0.783,0.887,0.865,0.822
run_3,fixed_follower,predator_0,predator_1,ccm_2,x,0.899,0.922,0.876,0.892,0.904,0.919,0.916,0.903,0.862,0.864
run_3,fixed_follower,predator_0,predator_1,ccm_2,y,0.801,0.343,0.604,0.538,0.585,0.617,0.595,0.654,0.573,0.585
run_3,fixed_follower,predator_0,predator_1,ccm_2,dx,0.739,0.74,0.695,0.658,0.656,0.663,0.66,0.646,0.632,0.637
run_3,fixed_follower,predator_0,predator_1,ccm_2,dy,0.356,0.422,0.4,0.313,0.34,0.314,0.326,0.289,0.235,0.27
run_3,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.467,0.577,0.625,0.549,0.557,0.533,0.53,0.569,0.566,0.588
run_3,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.804,0.866,0.816,0.786,0.792,0.796,0.802,0.795,0.776,0.788
run_3,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.422,0.395,0.453,0.43,0.443,0.421,0.409,0.436,0.437,0.45
run_3,fixed_follower,predator_1,predator_0,ccm_1,x,0.854,0.883,0.665,0.537,0.485,0.558,0.531,0.576,0.436,0.587
run_3,fixed_follower,predator_1,predator_0,ccm_1,y,0.673,0.671,0.541,0.375,0.36,0.25,0.428,0.317,0.273,0.018
run_3,fixed_follower,predator_1,predator_0,ccm_1,dx,0.885,0.919,0.872,0.833,0.838,0.839,0.841,0.841,0.757,0.838
run_3,fixed_follower,predator_1,predator_0,ccm_1,dy,0.501,0.567,0.202,0.325,0.29,0.298,0.449,0.257,0.381,0.409
run_3,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.533,0.565,0.534,0.588,0.55,0.593,0.618,0.68,0.668,0.682
run_3,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.846,0.861,0.81,0.799,0.781,0.829,0.828,0.831,0.804,0.82
run_3,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.821,0.765,0.809,0.818,0.814,0.788,0.753,0.822,0.793,0.816
run_3,fixed_follower,predator_1,predator_0,ccm_2,x,0.838,0.865,0.639,0.521,0.495,0.547,0.562,0.547,0.572,0.591
run_3,fixed_follower,predator_1,predator_0,ccm_2,y,0.732,0.541,0.475,0.366,0.203,0.374,0.314,0.337,0.148,0.181
run_3,fixed_follower,predator_1,predator_0,ccm_2,dx,0.732,0.741,0.675,0.642,0.65,0.644,0.648,0.651,0.635,0.631
run_3,fixed_follower,predator_1,predator_0,ccm_2,dy,0.432,0.421,0.394,0.307,0.325,0.29,0.284,0.32,0.303,0.315
run_3,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.232,0.297,0.282,0.289,0.28,0.263,0.255,0.273,0.265,0.265
run_3,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.295,0.3,0.282,0.29,0.297,0.266,0.276,0.268,0.27,0.269
run_3,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.407,0.306,0.309,0.298,0.283,0.255,0.249,0.278,0.307,0.301
run_3,chaser_fixed,predator_0,predator_1,ccm_1,x,0.234,0.211,0.171,0.157,0.105,0.083,0.07,0.074,0.023,0.071
run_3,chaser_fixed,predator_0,predator_1,ccm_1,y,0.47,0.121,0.099,0.149,0.109,0.06,0.051,0.068,0.034,0.114
run_3,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.253,0.198,0.12,0.123,0.11,0.063,0.079,0.034,0.02,0.03
run_3,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.12,0.092,0.122,0.034,0.082,0.016,0.039,0.01,0.057,0.042
run_3,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.616,0.632,0.617,0.595,0.608,0.585,0.604,0.62,0.617,0.609
run_3,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.588,0.608,0.618,0.632,0.639,0.632,0.637,0.634,0.641,0.641
run_3,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.815,0.784,0.772,0.789,0.769,0.763,0.765,0.851,0.823,0.774
run_3,chaser_fixed,predator_0,predator_1,ccm_2,x,0.285,0.219,0.192,0.159,0.104,0.098,0.092,0.079,0.053,0.094
run_3,chaser_fixed,predator_0,predator_1,ccm_2,y,0.376,0.018,-0.009,0.033,0.081,0.045,0.005,0.046,0.029,0.091
run_3,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.214,0.167,0.104,0.079,0.044,0.021,0.011,0.009,0.006,-0.005
run_3,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.11,0.108,0.079,0.043,0.031,0.034,0.034,0.034,0.034,0.015
run_3,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.172,0.206,0.196,0.207,0.178,0.194,0.205,0.208,0.202,0.202
run_3,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.129,0.137,0.177,0.166,0.154,0.152,0.153,0.159,0.148,0.156
run_3,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,0.205,0.058,0.134,0.092,0.08,0.097,0.126,0.121,0.106,0.131
run_3,chaser_fixed,predator_1,predator_0,ccm_1,x,0.344,0.318,0.245,0.212,0.2,0.161,0.163,0.156,0.142,0.149
run_3,chaser_fixed,predator_1,predator_0,ccm_1,y,0.585,0.373,0.37,0.306,0.258,0.25,0.17,0.152,0.177,0.172
run_3,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.209,0.18,0.167,0.155,0.064,0.062,0.063,0.043,0.032,0.045
run_3,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.243,0.164,0.146,0.076,0.089,0.056,0.027,0.023,0.044,0.033
run_3,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.717,0.741,0.728,0.722,0.716,0.717,0.702,0.682,0.671,0.667
run_3,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.714,0.737,0.751,0.738,0.729,0.733,0.714,0.709,0.715,0.719
run_3,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.822,0.814,0.853,0.852,0.819,0.848,0.851,0.847,0.827,0.824
run_3,chaser_fixed,predator_1,predator_0,ccm_2,x,0.447,0.386,0.358,0.322,0.261,0.236,0.227,0.205,0.186,0.206
run_3,chaser_fixed,predator_1,predator_0,ccm_2,y,0.702,0.424,0.314,0.277,0.214,0.211,0.201,0.2,0.202,0.178
run_3,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.207,0.127,0.081,0.041,0.032,0.035,0.022,0.014,0.017,0.022
run_3,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.226,0.126,0.086,0.064,0.069,0.073,0.055,0.034,0.025,0.027
run_4,chaser_follower,predator_0,predator_1,ccm_1,PCA_1,0.309,0.24,0.224,0.215,0.224,0.227,0.254,0.253,0.262,0.263
run_4,chaser_follower,predator_0,predator_1,ccm_1,PCA_2,0.214,0.158,0.183,0.164,0.187,0.204,0.203,0.206,0.199,0.2
run_4,chaser_follower,predator_0,predator_1,ccm_1,PCA_3,0.146,0.216,0.323,0.392,0.425,0.451,0.409,0.464,0.484,0.49
run_4,chaser_follower,predator_0,predator_1,ccm_1,x,0.897,0.936,0.848,0.87,0.861,0.844,0.816,0.871,0.879,0.87
run_4,chaser_follower,predator_0,predator_1,ccm_1,y,0.82,0.842,0.75,0.788,0.798,0.774,0.779,0.752,0.779,0.784
run_4,chaser_follower,predator_0,predator_1,ccm_1,dx,0.313,0.221,0.19,0.21,0.202,0.171,0.169,0.253,0.217,0.184
run_4,chaser_follower,predator_0,predator_1,ccm_1,dy,0.292,0.228,0.23,0.206,0.231,0.105,0.134,0.143,0.155,0.174
run_4,chaser_follower,predator_0,predator_1,ccm_2,PCA_1,0.748,0.743,0.782,0.786,0.712,0.76,0.757,0.772,0.755,0.747
run_4,chaser_follower,predator_0,predator_1,ccm_2,PCA_2,0.781,0.79,0.782,0.764,0.775,0.798,0.751,0.733,0.778,0.785
run_4,chaser_follower,predator_0,predator_1,ccm_2,PCA_3,0.829,0.788,0.894,0.89,0.89,0.886,0.854,0.904,0.926,0.911
run_4,chaser_follower,predator_0,predator_1,ccm_2,x,0.894,0.973,0.846,0.887,0.868,0.873,0.875,0.88,0.883,0.871
run_4,chaser_follower,predator_0,predator_1,ccm_2,y,0.82,0.8,0.76,0.802,0.765,0.778,0.749,0.757,0.769,0.749
run_4,chaser_follower,predator_0,predator_1,ccm_2,dx,0.651,0.616,0.545,0.577,0.569,0.562,0.593,0.566,0.605,0.577
run_4,chaser_follower,predator_0,predator_1,ccm_2,dy,0.548,0.555,0.488,0.518,0.519,0.526,0.522,0.49,0.479,0.49
run_4,chaser_follower,predator_1,predator_0,ccm_1,PCA_1,0.436,0.53,0.482,0.497,0.433,0.455,0.45,0.471,0.477,0.504
run_4,chaser_follower,predator_1,predator_0,ccm_1,PCA_2,0.241,0.27,0.254,0.33,0.345,0.378,0.368,0.38,0.388,0.393
run_4,chaser_follower,predator_1,predator_0,ccm_1,PCA_3,0.088,0.194,0.294,0.409,0.38,0.401,0.418,0.453,0.473,0.468
run_4,chaser_follower,predator_1,predator_0,ccm_1,x,0.921,0.936,0.85,0.864,0.856,0.868,0.857,0.869,0.87,0.866
run_4,chaser_follower,predator_1,predator_0,ccm_1,y,0.873,0.824,0.752,0.786,0.783,0.796,0.774,0.77,0.728,0.748
run_4,chaser_follower,predator_1,predator_0,ccm_1,dx,0.761,0.758,0.648,0.717,0.717,0.708,0.723,0.725,0.704,0.708
run_4,chaser_follower,predator_1,predator_0,ccm_1,dy,0.697,0.668,0.616,0.631,0.625,0.669,0.644,0.604,0.598,0.602
run_4,chaser_follower,predator_1,predator_0,ccm_2,PCA_1,0.792,0.791,0.722,0.75,0.708,0.728,0.729,0.768,0.77,0.788
run_4,chaser_follower,predator_1,predator_0,ccm_2,PCA_2,0.774,0.744,0.786,0.789,0.75,0.795,0.755,0.759,0.786,0.774
run_4,chaser_follower,predator_1,predator_0,ccm_2,PCA_3,0.89,0.824,0.888,0.913,0.851,0.859,0.873,0.898,0.909,0.89
run_4,chaser_follower,predator_1,predator_0,ccm_2,x,0.932,0.94,0.833,0.864,0.856,0.856,0.86,0.864,0.866,0.858
run_4,chaser_follower,predator_1,predator_0,ccm_2,y,0.901,0.855,0.753,0.775,0.771,0.782,0.749,0.749,0.749,0.752
run_4,chaser_follower,predator_1,predator_0,ccm_2,dx,0.652,0.611,0.528,0.581,0.563,0.569,0.591,0.6,0.569,0.577
run_4,chaser_follower,predator_1,predator_0,ccm_2,dy,0.529,0.475,0.489,0.499,0.516,0.493,0.512,0.487,0.473,0.476
run_4,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.302,0.327,0.333,0.321,0.327,0.302,0.298,0.292,0.306,0.311
run_4,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.375,0.321,0.323,0.295,0.298,0.301,0.295,0.292,0.298,0.305
run_4,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.49,0.386,0.336,0.364,0.342,0.316,0.294,0.33,0.346,0.352
run_4,fixed_follower,predator_0,predator_1,ccm_1,x,0.778,0.707,0.716,0.75,0.759,0.762,0.751,0.741,0.726,0.739
run_4,fixed_follower,predator_0,predator_1,ccm_1,y,0.432,0.451,0.492,0.237,0.324,0.405,0.482,0.522,0.51,0.503
run_4,fixed_follower,predator_0,predator_1,ccm_1,dx,0.279,0.164,0.134,0.135,0.178,0.068,0.105,0.086,0.125,0.106
run_4,fixed_follower,predator_0,predator_1,ccm_1,dy,0.198,0.158,0.035,0.051,0.061,0.052,-0.005,0.069,0.036,0.036
run_4,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.662,0.8,0.793,0.715,0.796,0.713,0.735,0.685,0.664,0.684
run_4,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.846,0.835,0.847,0.839,0.795,0.787,0.817,0.817,0.805,0.824
run_4,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.842,0.737,0.74,0.839,0.802,0.784,0.791,0.82,0.819,0.811
run_4,fixed_follower,predator_0,predator_1,ccm_2,x,0.912,0.817,0.874,0.894,0.9,0.875,0.856,0.872,0.859,0.865
run_4,fixed_follower,predator_0,predator_1,ccm_2,y,0.591,0.352,0.381,0.292,0.352,0.315,0.352,0.357,0.367,0.339
run_4,fixed_follower,predator_0,predator_1,ccm_2,dx,0.738,0.659,0.675,0.658,0.666,0.656,0.649,0.647,0.633,0.642
run_4,fixed_follower,predator_0,predator_1,ccm_2,dy,0.314,0.301,0.292,0.225,0.273,0.276,0.177,0.261,0.241,0.252
run_4,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.677,0.644,0.608,0.666,0.69,0.628,0.6,0.633,0.632,0.652
run_4,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.779,0.755,0.792,0.773,0.785,0.783,0.767,0.776,0.764,0.768
run_4,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.414,0.369,0.381,0.381,0.379,0.417,0.398,0.42,0.384,0.372
run_4,fixed_follower,predator_1,predator_0,ccm_1,x,0.525,0.386,0.519,0.605,0.643,0.531,0.621,0.611,0.613,0.635
run_4,fixed_follower,predator_1,predator_0,ccm_1,y,0.356,0.414,0.412,0.466,0.229,0.241,0.221,0.185,0.064,0.287
run_4,fixed_follower,predator_1,predator_0,ccm_1,dx,0.843,0.806,0.793,0.835,0.853,0.843,0.811,0.848,0.823,0.825
run_4,fixed_follower,predator_1,predator_0,ccm_1,dy,0.197,0.173,0.158,0.302,0.312,0.428,0.185,0.373,0.287,0.337
run_4,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.83,0.615,0.571,0.707,0.693,0.61,0.603,0.594,0.634,0.69
run_4,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.824,0.797,0.846,0.833,0.797,0.789,0.791,0.768,0.752,0.796
run_4,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.813,0.714,0.788,0.79,0.844,0.804,0.778,0.815,0.751,0.76
run_4,fixed_follower,predator_1,predator_0,ccm_2,x,0.4,0.354,0.26,0.392,0.392,0.378,0.297,0.306,0.379,0.202
