runs,mode,agent_a,agent_b,test,dimension,500,1000,1500,2000,2500,3000,3500,4000,4500,5000
run_4,fixed_follower,predator_1,predator_0,ccm_2,y,0.326,0.34,0.28,0.319,0.233,0.29,0.321,0.19,0.28,0.277
run_4,fixed_follower,predator_1,predator_0,ccm_2,dx,0.704,0.649,0.659,0.644,0.654,0.625,0.621,0.62,0.623,0.614
run_4,fixed_follower,predator_1,predator_0,ccm_2,dy,0.317,0.249,0.225,0.173,0.229,0.236,0.284,0.286,0.181,0.259
run_4,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.266,0.287,0.273,0.268,0.274,0.246,0.266,0.251,0.259,0.26
run_4,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.29,0.311,0.29,0.266,0.267,0.267,0.271,0.252,0.262,0.261
run_4,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.356,0.407,0.349,0.368,0.367,0.38,0.377,0.377,0.373,0.37
run_4,chaser_fixed,predator_0,predator_1,ccm_1,x,0.489,0.385,0.256,0.258,0.206,0.181,0.093,0.108,0.075,0.069
run_4,chaser_fixed,predator_0,predator_1,ccm_1,y,0.134,0.174,0.154,0.161,0.127,0.12,0.134,0.164,0.215,0.13
run_4,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.21,0.165,0.136,0.116,0.067,0.046,0.049,0.06,0.058,0.041
run_4,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.125,0.093,0.075,0.061,0.043,0.043,0.036,0.02,0.014,0.042
run_4,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.564,0.618,0.57,0.573,0.575,0.58,0.573,0.559,0.58,0.586
run_4,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.649,0.634,0.617,0.619,0.629,0.63,0.636,0.637,0.646,0.639
run_4,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.692,0.76,0.763,0.787,0.838,0.806,0.86,0.811,0.799,0.81
run_4,chaser_fixed,predator_0,predator_1,ccm_2,x,0.505,0.384,0.244,0.251,0.215,0.156,0.13,0.124,0.097,0.074
run_4,chaser_fixed,predator_0,predator_1,ccm_2,y,0.084,0.116,0.033,0.162,0.101,0.122,0.118,0.098,0.089,0.074
run_4,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.252,0.13,0.074,0.049,0.038,0.031,0.022,0.013,0.021,0.0
run_4,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.255,0.114,0.078,0.078,0.067,0.063,0.053,0.049,0.037,0.022
run_4,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.082,0.127,0.11,0.114,0.154,0.139,0.16,0.162,0.161,0.17
run_4,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.05,0.072,0.098,0.111,0.108,0.109,0.116,0.123,0.133,0.144
run_4,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,0.122,0.012,0.055,0.07,0.071,0.092,0.095,0.077,0.098,0.111
run_4,chaser_fixed,predator_1,predator_0,ccm_1,x,0.433,0.452,0.416,0.341,0.327,0.242,0.241,0.245,0.18,0.201
run_4,chaser_fixed,predator_1,predator_0,ccm_1,y,0.454,0.387,0.337,0.241,0.195,0.209,0.157,0.179,0.151,0.124
run_4,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.265,0.213,0.124,0.074,0.106,0.056,0.069,0.055,0.067,0.042
run_4,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.298,0.189,0.086,0.13,0.126,0.094,0.041,0.04,0.051,0.028
run_4,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.681,0.748,0.742,0.733,0.727,0.711,0.714,0.708,0.694,0.696
run_4,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.715,0.737,0.741,0.72,0.737,0.741,0.736,0.734,0.736,0.734
run_4,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.827,0.734,0.789,0.77,0.827,0.835,0.81,0.816,0.833,0.833
run_4,chaser_fixed,predator_1,predator_0,ccm_2,x,0.447,0.518,0.452,0.395,0.345,0.305,0.259,0.247,0.222,0.201
run_4,chaser_fixed,predator_1,predator_0,ccm_2,y,0.611,0.472,0.416,0.289,0.244,0.191,0.179,0.169,0.183,0.134
run_4,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.263,0.167,0.1,0.067,0.053,0.046,0.031,0.026,0.006,0.01
run_4,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.307,0.13,0.086,0.031,0.02,0.01,0.019,0.016,0.016,0.012
run_5,chaser_follower,predator_0,predator_1,ccm_1,PCA_1,0.225,0.247,0.278,0.299,0.27,0.283,0.279,0.288,0.289,0.289
run_5,chaser_follower,predator_0,predator_1,ccm_1,PCA_2,0.298,0.213,0.243,0.217,0.222,0.232,0.21,0.22,0.217,0.222
run_5,chaser_follower,predator_0,predator_1,ccm_1,PCA_3,0.084,0.213,0.268,0.304,0.279,0.295,0.29,0.374,0.376,0.414
run_5,chaser_follower,predator_0,predator_1,ccm_1,x,0.503,0.598,0.658,0.663,0.71,0.69,0.702,0.757,0.771,0.76
run_5,chaser_follower,predator_0,predator_1,ccm_1,y,0.517,0.422,0.465,0.444,0.522,0.515,0.523,0.493,0.611,0.586
run_5,chaser_follower,predator_0,predator_1,ccm_1,dx,0.294,0.212,0.223,0.232,0.267,0.233,0.134,0.237,0.172,0.239
run_5,chaser_follower,predator_0,predator_1,ccm_1,dy,0.39,0.243,0.218,0.276,0.24,0.235,0.153,0.111,0.222,0.182
run_5,chaser_follower,predator_0,predator_1,ccm_2,PCA_1,0.8,0.644,0.823,0.795,0.782,0.8,0.804,0.805,0.792,0.787
run_5,chaser_follower,predator_0,predator_1,ccm_2,PCA_2,0.824,0.754,0.831,0.753,0.798,0.805,0.806,0.783,0.771,0.795
run_5,chaser_follower,predator_0,predator_1,ccm_2,PCA_3,0.751,0.885,0.846,0.828,0.857,0.852,0.867,0.892,0.884,0.883
run_5,chaser_follower,predator_0,predator_1,ccm_2,x,0.49,0.638,0.698,0.609,0.637,0.655,0.641,0.673,0.644,0.67
run_5,chaser_follower,predator_0,predator_1,ccm_2,y,0.652,0.427,0.505,0.455,0.329,0.388,0.36,0.448,0.462,0.473
run_5,chaser_follower,predator_0,predator_1,ccm_2,dx,0.574,0.475,0.517,0.488,0.541,0.475,0.469,0.488,0.496,0.509
run_5,chaser_follower,predator_0,predator_1,ccm_2,dy,0.527,0.43,0.436,0.41,0.422,0.378,0.384,0.413,0.415,0.414
run_5,chaser_follower,predator_1,predator_0,ccm_1,PCA_1,0.438,0.439,0.472,0.399,0.424,0.431,0.419,0.401,0.4,0.392
run_5,chaser_follower,predator_1,predator_0,ccm_1,PCA_2,0.321,0.319,0.406,0.421,0.417,0.394,0.397,0.425,0.419,0.426
run_5,chaser_follower,predator_1,predator_0,ccm_1,PCA_3,0.166,0.2,0.301,0.35,0.4,0.415,0.382,0.432,0.426,0.435
run_5,chaser_follower,predator_1,predator_0,ccm_1,x,0.722,0.617,0.653,0.594,0.63,0.627,0.677,0.701,0.738,0.741
run_5,chaser_follower,predator_1,predator_0,ccm_1,y,0.417,0.403,0.527,0.449,0.527,0.477,0.481,0.53,0.558,0.589
run_5,chaser_follower,predator_1,predator_0,ccm_1,dx,0.622,0.586,0.639,0.594,0.572,0.64,0.654,0.662,0.627,0.625
run_5,chaser_follower,predator_1,predator_0,ccm_1,dy,0.51,0.473,0.501,0.513,0.531,0.412,0.499,0.57,0.501,0.515
run_5,chaser_follower,predator_1,predator_0,ccm_2,PCA_1,0.638,0.657,0.797,0.74,0.754,0.77,0.778,0.74,0.745,0.753
run_5,chaser_follower,predator_1,predator_0,ccm_2,PCA_2,0.802,0.772,0.785,0.785,0.762,0.773,0.795,0.793,0.781,0.784
run_5,chaser_follower,predator_1,predator_0,ccm_2,PCA_3,0.664,0.81,0.921,0.871,0.889,0.9,0.861,0.877,0.887,0.885
run_5,chaser_follower,predator_1,predator_0,ccm_2,x,0.744,0.708,0.667,0.608,0.626,0.663,0.669,0.73,0.732,0.723
run_5,chaser_follower,predator_1,predator_0,ccm_2,y,0.608,0.448,0.544,0.439,0.534,0.496,0.513,0.514,0.571,0.586
run_5,chaser_follower,predator_1,predator_0,ccm_2,dx,0.519,0.453,0.495,0.487,0.504,0.467,0.466,0.513,0.464,0.522
run_5,chaser_follower,predator_1,predator_0,ccm_2,dy,0.476,0.434,0.36,0.366,0.366,0.321,0.321,0.365,0.399,0.369
run_5,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.271,0.281,0.307,0.302,0.288,0.285,0.288,0.286,0.284,0.296
run_5,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.291,0.276,0.303,0.305,0.285,0.293,0.296,0.294,0.302,0.305
run_5,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.332,0.32,0.346,0.306,0.319,0.327,0.314,0.372,0.383,0.354
run_5,fixed_follower,predator_0,predator_1,ccm_1,x,0.773,0.778,0.792,0.788,0.793,0.782,0.749,0.757,0.751,0.758
run_5,fixed_follower,predator_0,predator_1,ccm_1,y,0.618,0.559,0.393,0.367,0.372,0.526,0.394,0.432,0.501,0.485
run_5,fixed_follower,predator_0,predator_1,ccm_1,dx,0.313,0.231,0.216,0.206,0.174,0.177,0.132,0.125,0.082,0.127
run_5,fixed_follower,predator_0,predator_1,ccm_1,dy,0.216,0.156,0.089,0.056,0.067,0.066,0.034,0.012,0.02,0.051
run_5,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.603,0.725,0.674,0.649,0.742,0.753,0.691,0.693,0.711,0.678
run_5,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.836,0.866,0.868,0.838,0.837,0.844,0.75,0.764,0.809,0.82
run_5,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.752,0.725,0.842,0.745,0.84,0.808,0.797,0.816,0.754,0.755
run_5,fixed_follower,predator_0,predator_1,ccm_2,x,0.901,0.899,0.888,0.912,0.909,0.911,0.865,0.88,0.865,0.867
run_5,fixed_follower,predator_0,predator_1,ccm_2,y,0.69,0.544,0.458,0.43,0.549,0.561,0.39,0.46,0.497,0.543
run_5,fixed_follower,predator_0,predator_1,ccm_2,dx,0.739,0.703,0.695,0.671,0.664,0.677,0.658,0.639,0.642,0.619
run_5,fixed_follower,predator_0,predator_1,ccm_2,dy,0.433,0.4,0.319,0.269,0.297,0.294,0.278,0.26,0.257,0.256
run_5,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.72,0.778,0.746,0.681,0.664,0.676,0.68,0.633,0.648,0.607
run_5,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.779,0.81,0.822,0.8,0.785,0.801,0.758,0.76,0.764,0.766
run_5,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.314,0.398,0.53,0.416,0.392,0.407,0.411,0.443,0.44,0.452
run_5,fixed_follower,predator_1,predator_0,ccm_1,x,0.799,0.694,0.74,0.581,0.606,0.636,0.631,0.669,0.616,0.621
run_5,fixed_follower,predator_1,predator_0,ccm_1,y,0.574,0.311,0.352,0.33,0.191,0.262,0.171,0.254,0.3,0.169
run_5,fixed_follower,predator_1,predator_0,ccm_1,dx,0.865,0.871,0.873,0.846,0.826,0.793,0.813,0.831,0.839,0.828
run_5,fixed_follower,predator_1,predator_0,ccm_1,dy,0.43,0.425,0.457,0.374,0.415,0.295,0.354,0.288,0.392,0.344
run_5,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.568,0.829,0.653,0.583,0.732,0.688,0.722,0.671,0.675,0.615
run_5,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.818,0.833,0.847,0.83,0.818,0.838,0.738,0.746,0.806,0.804
run_5,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.8,0.812,0.835,0.752,0.797,0.821,0.78,0.793,0.771,0.732
run_5,fixed_follower,predator_1,predator_0,ccm_2,x,0.787,0.707,0.722,0.569,0.581,0.613,0.625,0.61,0.6,0.593
run_5,fixed_follower,predator_1,predator_0,ccm_2,y,0.51,0.343,0.201,0.242,0.178,0.257,0.161,0.225,0.276,0.192
run_5,fixed_follower,predator_1,predator_0,ccm_2,dx,0.721,0.684,0.695,0.658,0.639,0.639,0.643,0.636,0.631,0.631
run_5,fixed_follower,predator_1,predator_0,ccm_2,dy,0.375,0.41,0.362,0.277,0.246,0.282,0.246,0.214,0.236,0.229
run_5,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.265,0.256,0.258,0.258,0.284,0.273,0.292,0.273,0.265,0.269
run_5,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.214,0.212,0.212,0.232,0.225,0.237,0.244,0.247,0.236,0.227
run_5,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.242,0.258,0.261,0.238,0.248,0.214,0.228,0.233,0.251,0.247
run_5,chaser_fixed,predator_0,predator_1,ccm_1,x,0.326,0.247,0.199,0.154,0.113,0.085,0.095,0.063,0.117,0.064
run_5,chaser_fixed,predator_0,predator_1,ccm_1,y,0.414,0.094,0.228,0.241,0.182,0.14,0.122,-0.015,0.094,0.044
run_5,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.23,0.112,0.1,0.085,0.061,0.069,0.045,0.026,0.042,0.031
run_5,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.103,0.028,0.086,0.073,0.05,0.05,0.024,0.048,0.024,0.022
run_5,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.629,0.604,0.621,0.642,0.651,0.635,0.618,0.619,0.591,0.593
run_5,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.64,0.615,0.604,0.632,0.645,0.657,0.65,0.653,0.649,0.646
run_5,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.751,0.779,0.83,0.731,0.79,0.748,0.801,0.798,0.772,0.756
run_5,chaser_fixed,predator_0,predator_1,ccm_2,x,0.35,0.246,0.179,0.113,0.065,0.04,0.025,0.03,0.036,0.018
run_5,chaser_fixed,predator_0,predator_1,ccm_2,y,0.204,0.348,0.308,0.274,0.179,0.174,0.06,0.107,0.114,0.094
run_5,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.236,0.101,0.033,0.012,0.003,0.023,0.01,0.013,0.014,0.01
run_5,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.089,0.027,0.075,0.018,0.016,0.006,0.012,0.03,0.017,0.02
run_5,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.154,0.214,0.195,0.203,0.179,0.168,0.16,0.152,0.156,0.154
run_5,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.137,0.173,0.144,0.172,0.154,0.159,0.157,0.14,0.148,0.149
run_5,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,0.203,0.134,0.159,0.102,0.117,0.092,0.123,0.092,0.091,0.117
run_5,chaser_fixed,predator_1,predator_0,ccm_1,x,0.343,0.332,0.312,0.245,0.236,0.182,0.197,0.228,0.213,0.188
run_5,chaser_fixed,predator_1,predator_0,ccm_1,y,0.468,0.464,0.374,0.354,0.279,0.244,0.209,0.221,0.187,0.14
run_5,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.207,0.185,0.165,0.096,0.085,0.058,0.077,0.078,0.066,0.049
run_5,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.261,0.199,0.193,0.118,0.1,0.069,0.069,0.03,0.033,0.025
run_5,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.677,0.717,0.713,0.715,0.705,0.704,0.713,0.711,0.709,0.715
run_5,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.738,0.74,0.72,0.722,0.733,0.719,0.721,0.716,0.724,0.734
run_5,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.789,0.876,0.823,0.803,0.725,0.767,0.807,0.826,0.807,0.842
run_5,chaser_fixed,predator_1,predator_0,ccm_2,x,0.546,0.435,0.332,0.279,0.259,0.257,0.238,0.229,0.245,0.227
run_5,chaser_fixed,predator_1,predator_0,ccm_2,y,0.594,0.479,0.404,0.344,0.25,0.254,0.232,0.25,0.198,0.159
run_5,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.247,0.116,0.09,0.079,0.068,0.035,0.043,0.039,0.029,0.017
run_5,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.29,0.169,0.134,0.078,0.022,0.033,0.025,0.014,0.01,0.017
run_6,chaser_follower,predator_0,predator_1,ccm_1,PCA_1,0.254,0.246,0.286,0.303,0.309,0.296,0.266,0.268,0.26,0.263
run_6,chaser_follower,predator_0,predator_1,ccm_1,PCA_2,0.249,0.234,0.245,0.246,0.295,0.25,0.226,0.228,0.227,0.219
run_6,chaser_follower,predator_0,predator_1,ccm_1,PCA_3,0.906,0.778,0.744,0.781,0.813,0.783,0.758,0.698,0.675,0.619
run_6,chaser_follower,predator_0,predator_1,ccm_1,x,0.908,0.762,0.789,0.796,0.844,0.757,0.794,0.74,0.775,0.744
run_6,chaser_follower,predator_0,predator_1,ccm_1,y,0.757,0.583,0.572,0.605,0.713,0.711,0.723,0.647,0.659,0.647
run_6,chaser_follower,predator_0,predator_1,ccm_1,dx,0.418,0.364,0.354,0.32,0.305,0.267,0.254,0.215,0.25,0.152
run_6,chaser_follower,predator_0,predator_1,ccm_1,dy,0.408,0.234,0.26,0.239,0.207,0.132,0.199,0.197,0.201,0.138
run_6,chaser_follower,predator_0,predator_1,ccm_2,PCA_1,0.715,0.762,0.818,0.778,0.82,0.762,0.74,0.786,0.768,0.751
run_6,chaser_follower,predator_0,predator_1,ccm_2,PCA_2,0.853,0.797,0.741,0.771,0.771,0.777,0.759,0.764,0.787,0.784
run_6,chaser_follower,predator_0,predator_1,ccm_2,PCA_3,0.987,0.935,0.965,0.968,0.96,0.926,0.93,0.87,0.871,0.865
run_6,chaser_follower,predator_0,predator_1,ccm_2,x,0.946,0.758,0.82,0.825,0.864,0.832,0.788,0.755,0.759,0.738
run_6,chaser_follower,predator_0,predator_1,ccm_2,y,0.835,0.565,0.587,0.618,0.725,0.663,0.707,0.609,0.662,0.672
run_6,chaser_follower,predator_0,predator_1,ccm_2,dx,0.705,0.579,0.583,0.599,0.614,0.59,0.573,0.551,0.542,0.518
run_6,chaser_follower,predator_0,predator_1,ccm_2,dy,0.597,0.466,0.475,0.484,0.501,0.493,0.479,0.435,0.469,0.44
run_6,chaser_follower,predator_1,predator_0,ccm_1,PCA_1,0.499,0.489,0.529,0.529,0.538,0.484,0.422,0.384,0.373,0.357
run_6,chaser_follower,predator_1,predator_0,ccm_1,PCA_2,0.468,0.371,0.406,0.415,0.433,0.434,0.431,0.401,0.393,0.403
run_6,chaser_follower,predator_1,predator_0,ccm_1,PCA_3,0.913,0.775,0.746,0.776,0.818,0.782,0.758,0.694,0.68,0.625
run_6,chaser_follower,predator_1,predator_0,ccm_1,x,0.901,0.753,0.788,0.802,0.833,0.818,0.787,0.755,0.753,0.719
run_6,chaser_follower,predator_1,predator_0,ccm_1,y,0.719,0.646,0.629,0.666,0.729,0.698,0.723,0.65,0.684,0.654
run_6,chaser_follower,predator_1,predator_0,ccm_1,dx,0.791,0.678,0.693,0.701,0.745,0.687,0.694,0.651,0.68,0.657
run_6,chaser_follower,predator_1,predator_0,ccm_1,dy,0.653,0.554,0.547,0.59,0.59,0.625,0.61,0.544,0.548,0.525
run_6,chaser_follower,predator_1,predator_0,ccm_2,PCA_1,0.713,0.779,0.828,0.812,0.812,0.76,0.716,0.749,0.752,0.735
run_6,chaser_follower,predator_1,predator_0,ccm_2,PCA_2,0.848,0.765,0.788,0.784,0.726,0.796,0.807,0.779,0.769,0.78
run_6,chaser_follower,predator_1,predator_0,ccm_2,PCA_3,0.982,0.92,0.945,0.965,0.959,0.928,0.93,0.886,0.885,0.874
run_6,chaser_follower,predator_1,predator_0,ccm_2,x,0.959,0.749,0.777,0.787,0.826,0.785,0.767,0.742,0.667,0.722
run_6,chaser_follower,predator_1,predator_0,ccm_2,y,0.799,0.532,0.645,0.677,0.729,0.69,0.677,0.64,0.632,0.627
run_6,chaser_follower,predator_1,predator_0,ccm_2,dx,0.689,0.553,0.57,0.542,0.567,0.582,0.571,0.538,0.545,0.544
run_6,chaser_follower,predator_1,predator_0,ccm_2,dy,0.574,0.423,0.444,0.475,0.469,0.481,0.451,0.42,0.446,0.435
run_6,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.206,0.243,0.276,0.259,0.249,0.288,0.309,0.301,0.298,0.297
run_6,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.195,0.296,0.327,0.331,0.306,0.303,0.312,0.32,0.313,0.316
run_6,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.519,0.514,0.451,0.424,0.399,0.415,0.378,0.367,0.364,0.343
run_6,fixed_follower,predator_0,predator_1,ccm_1,x,0.801,0.832,0.781,0.795,0.795,0.794,0.788,0.785,0.787,0.772
run_6,fixed_follower,predator_0,predator_1,ccm_1,y,0.472,0.538,0.614,0.529,0.461,0.574,0.433,0.532,0.356,0.447
run_6,fixed_follower,predator_0,predator_1,ccm_1,dx,0.327,0.248,0.15,0.124,0.164,0.133,0.122,0.088,0.103,0.097
run_6,fixed_follower,predator_0,predator_1,ccm_1,dy,0.072,0.101,0.061,0.074,0.028,0.048,0.043,0.045,0.035,0.033
run_6,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.616,0.722,0.727,0.741,0.634,0.791,0.786,0.695,0.771,0.813
run_6,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.867,0.867,0.873,0.86,0.862,0.864,0.862,0.85,0.851,0.852
run_6,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.822,0.878,0.8,0.812,0.824,0.82,0.768,0.787,0.817,0.833
run_6,fixed_follower,predator_0,predator_1,ccm_2,x,0.92,0.939,0.93,0.926,0.93,0.925,0.915,0.911,0.905,0.891
run_6,fixed_follower,predator_0,predator_1,ccm_2,y,0.516,0.623,0.601,0.647,0.57,0.488,0.477,0.494,0.458,0.378
run_6,fixed_follower,predator_0,predator_1,ccm_2,dx,0.701,0.708,0.683,0.681,0.676,0.685,0.676,0.669,0.677,0.658
run_6,fixed_follower,predator_0,predator_1,ccm_2,dy,0.343,0.329,0.41,0.358,0.368,0.386,0.333,0.369,0.341,0.337
run_6,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.709,0.586,0.575,0.612,0.632,0.643,0.611,0.648,0.594,0.557
run_6,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.755,0.8,0.83,0.831,0.838,0.849,0.848,0.845,0.843,0.833
run_6,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.441,0.486,0.381,0.403,0.392,0.393,0.387,0.423,0.435,0.433
run_6,fixed_follower,predator_1,predator_0,ccm_1,x,0.458,0.549,0.58,0.595,0.652,0.64,0.676,0.528,0.667,0.629
run_6,fixed_follower,predator_1,predator_0,ccm_1,y,0.435,0.483,0.477,0.569,0.331,0.557,0.438,0.492,0.263,0.351
run_6,fixed_follower,predator_1,predator_0,ccm_1,dx,0.774,0.814,0.853,0.858,0.873,0.885,0.876,0.866,0.879,0.859
run_6,fixed_follower,predator_1,predator_0,ccm_1,dy,0.307,0.313,0.53,0.344,0.447,0.374,0.456,0.523,0.428,0.347
run_6,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.549,0.561,0.613,0.656,0.678,0.627,0.628,0.711,0.667,0.628
run_6,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.811,0.816,0.856,0.858,0.858,0.861,0.854,0.85,0.85,0.843
run_6,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.823,0.873,0.852,0.816,0.821,0.788,0.799,0.799,0.819,0.824
run_6,fixed_follower,predator_1,predator_0,ccm_2,x,0.471,0.571,0.578,0.604,0.713,0.682,0.741,0.64,0.647,0.545
run_6,fixed_follower,predator_1,predator_0,ccm_2,y,0.397,0.353,0.501,0.364,0.324,0.337,0.318,0.274,0.285,0.19
run_6,fixed_follower,predator_1,predator_0,ccm_2,dx,0.666,0.681,0.658,0.688,0.679,0.68,0.661,0.671,0.667,0.661
run_6,fixed_follower,predator_1,predator_0,ccm_2,dy,0.281,0.365,0.385,0.365,0.348,0.295,0.277,0.264,0.317,0.276
run_6,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.276,0.329,0.3,0.3,0.311,0.3,0.295,0.29,0.298,0.292
run_6,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.269,0.233,0.243,0.266,0.277,0.279,0.265,0.268,0.275,0.274
run_6,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.308,0.38,0.299,0.302,0.306,0.315,0.307,0.297,0.284,0.283
run_6,chaser_fixed,predator_0,predator_1,ccm_1,x,0.335,0.344,0.25,0.201,0.173,0.14,0.094,0.085,0.074,0.06
run_6,chaser_fixed,predator_0,predator_1,ccm_1,y,0.416,0.189,0.173,0.051,0.159,0.112,0.169,0.139,0.183,0.027
run_6,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.293,0.174,0.121,0.083,0.101,0.099,0.058,0.044,0.045,0.061
run_6,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.18,0.094,0.076,0.1,0.006,0.092,0.066,0.043,0.068,0.051
run_6,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.647,0.647,0.598,0.604,0.58,0.595,0.575,0.562,0.575,0.569
run_6,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.691,0.703,0.664,0.673,0.661,0.65,0.637,0.627,0.637,0.641
run_6,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.797,0.826,0.772,0.756,0.825,0.806,0.788,0.784,0.803,0.806
run_6,chaser_fixed,predator_0,predator_1,ccm_2,x,0.247,0.338,0.251,0.178,0.147,0.091,0.081,0.045,0.069,0.052
run_6,chaser_fixed,predator_0,predator_1,ccm_2,y,0.434,0.159,0.048,0.0,0.087,0.065,0.093,0.1,0.162,0.092
run_6,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.233,0.127,0.056,0.057,0.054,0.045,0.028,0.036,0.019,0.013
run_6,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.094,0.082,0.034,0.06,0.05,0.048,0.04,0.047,0.045,0.038
run_6,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.156,0.17,0.186,0.175,0.171,0.175,0.194,0.187,0.177,0.179
run_6,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.163,0.214,0.252,0.21,0.188,0.199,0.175,0.165,0.175,0.174
run_6,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,-0.07,0.053,0.045,0.147,0.109,0.138,0.185,0.164,0.171,0.115
run_6,chaser_fixed,predator_1,predator_0,ccm_1,x,0.289,0.294,0.291,0.254,0.192,0.198,0.122,0.149,0.146,0.142
run_6,chaser_fixed,predator_1,predator_0,ccm_1,y,0.373,0.386,0.287,0.219,0.247,0.221,0.234,0.213,0.153,0.183
run_6,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.17,0.139,0.111,0.096,0.035,0.043,0.037,0.053,0.006,0.031
run_6,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.222,0.094,0.087,0.099,0.077,0.065,0.039,0.036,0.038,0.03
run_6,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.695,0.664,0.634,0.647,0.674,0.699,0.688,0.681,0.69,0.692
run_6,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.722,0.724,0.717,0.701,0.704,0.722,0.726,0.715,0.72,0.723
run_6,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.799,0.818,0.814,0.858,0.814,0.822,0.813,0.837,0.838,0.805
