mode,agent_a,agent_b,test,dimension,500,1000,1500,2000,2500,3000,3500,4000,4500,5000
chaser_follower,predator_1,predator_0,ccm_2,dy,0.5515,0.47640000000000005,0.4455,0.44109999999999994,0.43410000000000004,0.4201,0.4217000000000001,0.422,0.425,0.4236
chaser_follower,predator_1,predator_0,ccm_2,x,0.8518000000000001,0.7941,0.7499,0.7416,0.7504,0.7462,0.7478,0.7519,0.7444,0.7354
chaser_follower,predator_1,predator_0,ccm_2,y,0.7833,0.6982999999999999,0.6816,0.6585,0.6597,0.6296999999999999,0.6255,0.6288,0.6272,0.6174999999999999
fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.2565,0.27549999999999997,0.2857,0.28890000000000005,0.2859,0.2782,0.2799,0.279,0.27890000000000004,0.2791
fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.26,0.2886,0.2904,0.2897,0.28300000000000003,0.2852,0.28769999999999996,0.288,0.2902,0.293
fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.4565,0.4638,0.4469,0.4462,0.4201,0.3981,0.3866,0.40049999999999997,0.3961,0.38689999999999997
fixed_follower,predator_0,predator_1,ccm_1,dx,0.271,0.21550000000000002,0.165,0.14750000000000002,0.1459,0.1258,0.1251,0.11710000000000001,0.0949,0.099
fixed_follower,predator_0,predator_1,ccm_1,dy,0.1684,0.1068,0.0743,0.060899999999999996,0.058699999999999995,0.0624,0.0337,0.05620000000000001,0.041600000000000005,0.034999999999999996
fixed_follower,predator_0,predator_1,ccm_1,x,0.7911,0.7813000000000001,0.7748,0.7784000000000001,0.7759,0.7742,0.7681,0.7652,0.7598,0.7573000000000001
fixed_follower,predator_0,predator_1,ccm_1,y,0.5968,0.5557,0.5314,0.44239999999999996,0.4631,0.5131,0.49799999999999994,0.5118,0.5182,0.502
fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.7163999999999999,0.6924,0.7342000000000001,0.6940999999999999,0.7230000000000001,0.7035,0.7056,0.6805,0.6784,0.6864
fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.8164,0.8359,0.8519,0.8310000000000001,0.8341,0.825,0.8179000000000001,0.8262,0.8305,0.8314999999999999
fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.834,0.8248,0.8333,0.8334999999999999,0.8189,0.8004,0.7937000000000001,0.8414999999999999,0.8257,0.8173
fixed_follower,predator_0,predator_1,ccm_2,dx,0.7226,0.6959,0.6859,0.6712,0.6652,0.6595000000000001,0.6532,0.6473,0.6455,0.6381
fixed_follower,predator_0,predator_1,ccm_2,dy,0.36110000000000003,0.3327,0.3139,0.2956,0.30179999999999996,0.3068,0.2838,0.28759999999999997,0.2728,0.2747
fixed_follower,predator_0,predator_1,ccm_2,x,0.9080999999999999,0.9015000000000001,0.9027000000000001,0.909,0.9048,0.8926000000000001,0.8874000000000001,0.8923,0.8817,0.8763
fixed_follower,predator_0,predator_1,ccm_2,y,0.6157,0.5605,0.5170999999999999,0.5297,0.5288,0.5341,0.5173,0.5416000000000001,0.5354,0.512
fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.6841,0.6792,0.6667,0.651,0.6502,0.6284,0.6201000000000001,0.6174000000000001,0.6003999999999999,0.597
fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.7872,0.8006,0.8039999999999999,0.7977000000000001,0.8006,0.7992,0.7941,0.7944,0.788,0.7847000000000001
fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.4587,0.45759999999999995,0.4648,0.46930000000000005,0.4629,0.4561,0.4412,0.454,0.4486,0.4466
fixed_follower,predator_1,predator_0,ccm_1,dx,0.861,0.8586,0.8591,0.8478999999999999,0.8472,0.843,0.8371999999999999,0.8431,0.826,0.8302999999999999
fixed_follower,predator_1,predator_0,ccm_1,dy,0.35550000000000004,0.3867,0.3613,0.3776,0.3751,0.3346,0.3368,0.36160000000000003,0.3287,0.3512
fixed_follower,predator_1,predator_0,ccm_1,x,0.7179,0.659,0.6665,0.6494,0.6512,0.6319,0.6203000000000001,0.6109,0.6094,0.6077
fixed_follower,predator_1,predator_0,ccm_1,y,0.5416000000000001,0.47400000000000003,0.4285,0.4,0.3327,0.3229,0.3185,0.292,0.23369999999999996,0.2532
fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.687,0.7101,0.6574,0.6582,0.6843,0.6461,0.6373,0.6505,0.6436,0.6357999999999999
fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.8019000000000001,0.8276,0.8291999999999999,0.8313,0.8238,0.8233,0.8111,0.8084,0.8051,0.805
fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.8406,0.8111,0.8337999999999999,0.8353999999999999,0.8244999999999999,0.7974,0.7845000000000001,0.8175000000000001,0.8121,0.8077
fixed_follower,predator_1,predator_0,ccm_2,dx,0.7166,0.6927,0.6756,0.664,0.6603000000000001,0.6521,0.6443000000000001,0.647,0.6429,0.6394
fixed_follower,predator_1,predator_0,ccm_2,dy,0.335,0.331,0.3159,0.3019,0.2952,0.2846,0.29169999999999996,0.2678,0.2691,0.2519
fixed_follower,predator_1,predator_0,ccm_2,x,0.7114,0.6602,0.6256,0.6067,0.62,0.6002,0.5763,0.5593,0.577,0.5532
fixed_follower,predator_1,predator_0,ccm_2,y,0.5349999999999999,0.3446,0.3624,0.352,0.2796,0.31270000000000003,0.29900000000000004,0.2698,0.2488,0.22949999999999998
